,MANUAL ID,TRUE POSITIVE,FALSE NEGATIVE,FALSE POSITIVE,PRECISION,RECALL,F1,COUNT
579,Nyctibius leucopterus,18.01684807,6.133106576,10.26231293,0.6371,0.746,0.6873,30
580,Nycticorax nycticorax,1.679637188,0.8014512472,0.1808163265,0.9028,0.677,0.7738,6
581,Nyctidromus albicollis,19.16809524,62.22058957,76.29727891,0.2008,0.2355,0.2168,245
582,Nyctiphrynus ocellatus,49.3622449,7.180861678,18.98646259,0.7222,0.873,0.7905,88
583,Nyctipolus nigrescens,28.11802721,9.452834467,6.021519274,0.8236,0.7484,0.7842,65
584,Nystalus chacuru,22.1915873,1.553696145,1.800272109,0.925,0.9346,0.9297,14
585,Nystalus obamai,3.206258503,0.1198412698,0.1890702948,0.9443,0.964,0.954,3
586,Nystalus striolatus,26.36866213,17.63249433,3.964580499,0.8693,0.5993,0.7095,28
587,Ochthoeca cinnamomeiventris,17.5514059,0.7199092971,1.399886621,0.9261,0.9606,0.9431,22
588,Ochthornis littoralis,7.975487528,1.419977324,1.559478458,0.8364,0.8489,0.8426,21
589,Ocreatus underwoodii,23.96002268,0.3717913832,0.8073922902,0.9674,0.9847,0.976,20
590,Odontophorus balliviani,21.48047619,0.1112244898,1.319319728,0.9421,0.9948,0.9678,3
591,Odontophorus gujanensis,74.59904762,9.362040816,20.261678,0.7864,0.8885,0.8343,84
592,Odontophorus speciosus,110.0075057,1.002562358,5.228594104,0.9546,0.991,0.9725,25
593,Odontophorus stellatus,31.37566893,2.008798186,15.76473923,0.6656,0.9398,0.7793,15
594,Odontorchilus branickii,15.23655329,1.992018141,21.32165533,0.4168,0.8844,0.5666,90
595,Oneillornis salvini,28.61653061,16.8547619,5.164081633,0.8471,0.6293,0.7222,44
596,Onychorhynchus coronatus,7.642040816,2.148253968,8.753446712,0.4661,0.7806,0.5837,44
597,Opisthocomus hoazin,59.87741497,8.000113379,0.8203628118,0.9865,0.8821,0.9314,35
598,Oporornis agilis,87.88587302,30.65662132,28.17265306,0.7573,0.7414,0.7492,117
599,Oreopholus ruficollis,26.73043084,2.436961451,3.329727891,0.8892,0.9164,0.9026,33
600,Ornithion inerme,12.32723356,1.309659864,3.052970522,0.8015,0.904,0.8497,33
601,Ortalis guttata,25.63038549,0.3821315193,2.021950113,0.9269,0.9853,0.9552,14
602,Orthopsittaca manilatus,43.72004535,14.64154195,17.68970522,0.7119,0.7491,0.7301,78
603,Oxyruncus cristatus,6.33569161,1.438231293,0.03641723356,0.9943,0.815,0.8958,4
604,Oxyura jamaicensis,18.04358277,13.20058957,4.979727891,0.7837,0.5775,0.665,40
605,Pachyramphus castaneus,22.76662132,3.449569161,31.62183673,0.4186,0.8684,0.5649,63
606,Pachyramphus marginatus,31.65424036,1.963650794,8.382539683,0.7906,0.9416,0.8595,49
607,Pachyramphus minor,13.55564626,2.888730159,4.019297052,0.7713,0.8243,0.7969,34
608,Pachyramphus polychopterus,15.36657596,1.051768707,13.08979592,0.54,0.9359,0.6849,32
609,Pachyramphus validus,16.78907029,4.254444444,5.376734694,0.7574,0.7978,0.7771,40
610,Pachyramphus viridis,18.75911565,0.3575510204,5.543174603,0.7719,0.9813,0.8641,39
611,Panyptila cayennensis,53.19104308,0.9669387755,1.367142857,0.9749,0.9821,0.9785,32
612,Parabuteo unicinctus,26.66562358,1.77185941,8.171655329,0.7654,0.9377,0.8429,60
613,Pardirallus maculatus,10.68648526,5.377777778,2.732040816,0.7964,0.6652,0.7249,50
614,Pardirallus nigricans,26.37646259,0.7291609977,4.400793651,0.857,0.9731,0.9114,29
615,Parkerthraustes humeralis,8.244807256,0.3673922902,0.569138322,0.9354,0.9573,0.9463,5
616,Paroaria gularis,37.66614512,8.857732426,11.5569161,0.7652,0.8096,0.7868,84
617,Passer domesticus,46.60303855,13.06725624,4.515260771,0.9117,0.781,0.8413,61
618,Patagioenas cayennensis,64.1621542,82.62337868,4.489070295,0.9346,0.4371,0.5956,130
619,Patagioenas fasciata,19.77723356,29.38752834,9.362403628,0.6787,0.4023,0.5051,121
620,Patagioenas picazuro,21.0799093,0.4680498866,14.12995465,0.5987,0.9783,0.7428,29
621,Patagioenas plumbea,11.8024263,1.506258503,6.244058957,0.654,0.8868,0.7528,35
622,Patagioenas speciosa,31.88460317,0.855600907,3.494399093,0.9012,0.9739,0.9361,31
623,Patagioenas subvinacea,72.14473923,3.47755102,7.777528345,0.9027,0.954,0.9276,65
624,Pauxi koepckeae,0.2446938776,0.02530612245,1.894875283,0.1144,0.9063,0.2031,9
625,Penelope jacquacu,96.15056689,12.34702948,40.47956916,0.7037,0.8862,0.7845,98
626,Petrochelidon pyrrhonota,27.82943311,3.926462585,26.08453515,0.5162,0.8764,0.6497,91
627,Phaeomyias murina,31.7823356,6.415555556,11.72941043,0.7304,0.832,0.7779,80
628,Phaethornis guy,62.08294785,26.33553288,13.96367347,0.8164,0.7021,0.755,202
629,Phaethornis hispidus,94.95219955,2.743333333,13.55952381,0.875,0.9719,0.9209,79
630,Phaethornis koepckeae,1.715351474,0.08752834467,0.1683446712,0.9106,0.9515,0.9306,6
631,Phaethornis malaris,233.955805,53.02435374,14.59399093,0.9413,0.8152,0.8737,262
632,Phaethornis philippii,29.57165533,13.10854875,3.195827664,0.9025,0.6929,0.7839,101
633,Phaethornis ruber,77.25269841,8.14138322,9.752539683,0.8879,0.9047,0.8962,69
634,Phaethornis stuarti,7.681904762,0.2002040816,0.4063718821,0.9498,0.9746,0.962,7
635,Phaetusa simplex,43.06340136,3.306553288,18.39138322,0.7007,0.9287,0.7988,55
636,Phalacrocorax brasilianus,28.61829932,1.036825397,2.567732426,0.9177,0.965,0.9408,33
637,Phalaropus tricolor,10.04909297,1.832879819,61.20689342,0.141,0.8457,0.2417,168
638,Pharomachrus antisianus,29.21190476,3.908321995,6.413151927,0.82,0.882,0.8499,39
639,Pharomachrus auriceps,10.29356009,0.5772789116,0.3576417234,0.9664,0.9469,0.9566,38
640,Pharomachrus pavoninus,12.26244898,7.208662132,1.970136054,0.8616,0.6298,0.7277,29
641,Pheucticus aureoventris,40.30321995,4.548390023,14.56353741,0.7346,0.8986,0.8083,39
642,Pheugopedius coraya,21.08931973,7.003650794,5.368231293,0.7971,0.7507,0.7732,52
643,Pheugopedius genibarbis,32.32725624,2.189795918,6.858798186,0.825,0.9366,0.8772,56
644,Philydor erythrocercum,6.199569161,3.349206349,2.893424036,0.6818,0.6493,0.6651,26
645,Philydor pyrrhodes,55.05578231,52.27403628,36.02501134,0.6045,0.513,0.555,132
646,Phlegopsis erythroptera,42.7623356,3.599319728,5.652244898,0.8833,0.9224,0.9024,48
647,Phlegopsis nigromaculata,24.22746032,1.001428571,8.632993197,0.7373,0.9603,0.8341,34
648,Phleocryptes melanops,71.40825397,0.5099319728,2.695668934,0.9636,0.9929,0.978,14
649,Phlogophilus harterti,18.2755102,2.652902494,6.288956916,0.744,0.8732,0.8034,32
650,Phrygilus fruticeti,47.06058957,2.544421769,3.980294785,0.922,0.9487,0.9352,33
651,Phyllomyias burmeisteri,35.02575964,1.464331066,4.289637188,0.8909,0.9599,0.9241,51
652,Phyllomyias griseiceps,34.59904762,10.95687075,7.587029478,0.8202,0.7595,0.7887,39
653,Phyllomyias plumbeiceps,45.86111111,21.75462585,5.382857143,0.895,0.6783,0.7717,93
654,Phyllomyias uropygialis,61.91557823,2.844761905,39.93793651,0.6079,0.9561,0.7432,107
655,Phylloscartes parkeri,10.63680272,0.4713605442,2.832380952,0.7897,0.9576,0.8656,15
656,Phylloscartes ventralis,7.73430839,1.372131519,0.7308163265,0.9137,0.8493,0.8803,20
657,Piaya melanogaster,33.09721088,7.641904762,12.78993197,0.7213,0.8124,0.7641,73
658,Piculus chrysochloros,6.416734694,0.2361451247,1.972857143,0.7648,0.9645,0.8531,9
659,Piculus flavigula,11.15439909,0.2609070295,2.244013605,0.8325,0.9771,0.8991,18
660,Piculus leucolaemus,11.72405896,0.1172562358,0.671292517,0.9458,0.9901,0.9675,8
661,Picumnus aurifrons,47.85351474,2.076553288,18.80743764,0.7179,0.9584,0.8209,74
662,Picumnus dorbignyanus,12.97648526,1.161020408,3.721269841,0.7771,0.9179,0.8417,21
663,Picumnus rufiventris,22.77730159,9.410793651,35.82489796,0.3887,0.7076,0.5018,54
664,Picumnus subtilis,33.72653061,8.384489796,10.16369615,0.7684,0.8009,0.7843,80
665,Pilherodius pileatus,17.88535147,1.811156463,3.26106576,0.8458,0.908,0.8758,25
666,Pionites leucogaster,30.98510204,10.16315193,6.075918367,0.8361,0.753,0.7924,54
667,Pionus menstruus,46.45353741,27.15827664,11.00151927,0.8085,0.6311,0.7089,91
668,Pionus tumultuosus,36.58845805,33.42773243,1.504444444,0.9605,0.5226,0.6769,66
669,Pipile cumanensis,56.59675737,3.274399093,8.511655329,0.8693,0.9453,0.9057,42
670,Pipra fasciicauda,15.52385488,4.633378685,11.70870748,0.57,0.7701,0.6552,53
671,Pipraeidea melanonota,20.40535147,5.303650794,2.990068027,0.8722,0.7937,0.8311,26
672,Pipreola arcuata,32.64346939,14.03804989,3.356575964,0.9068,0.6993,0.7896,31
673,Pipreola frontalis,34.68063492,4.257959184,7.621814059,0.8198,0.8906,0.8538,61
674,Pipreola intermedia,16.83628118,5.392018141,2.539138322,0.869,0.7574,0.8094,24
675,Pipreola pulchra,7.827505669,1.691882086,0.3817913832,0.9535,0.8223,0.883,9
676,Piprites chloris,27.45385488,1.722380952,10.3638322,0.726,0.941,0.8196,34
677,Piranga flava,3.148503401,0.7264172336,3.688707483,0.4605,0.8125,0.5878,16
678,Piranga leucoptera,103.9381859,22.94748299,9.008049887,0.9202,0.8191,0.8668,126
679,Piranga olivacea,143.4681406,11.66172336,13.85734694,0.9119,0.9248,0.9183,92
680,Piranga rubra,18.40770975,3.477505669,4.140634921,0.8164,0.8411,0.8285,38
681,Pitangus sulphuratus,7.942403628,0.1563945578,0.4776190476,0.9433,0.9807,0.9616,6
682,Platalea ajaja,5.359342404,1.663061224,0.4500226757,0.9225,0.7632,0.8353,11
683,Platyrinchus coronatus,14.44022676,7.991269841,2.616712018,0.8466,0.6437,0.7314,27
684,Platyrinchus mystaceus,5.597369615,0.6527210884,11.78185941,0.3221,0.8956,0.4738,38
685,Platyrinchus platyrhynchos,34.27013605,2.709977324,5.904489796,0.853,0.9267,0.8883,59
686,Plegadis ridgwayi,8.296054422,0.9269160998,2.285306122,0.784,0.8995,0.8378,25
687,Pluvialis dominica,7.530975057,1.313106576,0.5853061224,0.9279,0.8515,0.8881,12
688,Podilymbus podiceps,24.93417234,3.162154195,3.182086168,0.8868,0.8875,0.8871,38
689,Poecilotriccus albifacies,5.640294785,1.244716553,2.127165533,0.7261,0.8192,0.7699,9
690,Poecilotriccus latirostris,19.83564626,11.16895692,5.201020408,0.7923,0.6398,0.7079,75
691,Poecilotriccus plumbeiceps,12.70893424,4.228820862,5.818095238,0.686,0.7503,0.7167,39
692,Poecilotriccus pulchellus,14.05589569,0.8168253968,2.06031746,0.8722,0.9451,0.9072,22
693,Polioptila plumbea,31.39954649,5.559274376,6.205147392,0.835,0.8496,0.8422,35
694,Polytmus guainumbi,8.867777778,5.402902494,3.922879819,0.6933,0.6214,0.6554,45
695,Polytmus theresiae,24.64668934,4.121201814,4.64462585,0.8414,0.8567,0.849,29
696,Porphyrio flavirostris,1.122380952,0.04761904762,0.06367346939,0.9463,0.9593,0.9528,3
697,Porphyrio martinica,11.53639456,1.079886621,21.46274376,0.3496,0.9144,0.5058,63
698,Porphyrolaema porphyrolaema,18.15589569,2.554920635,11.35573696,0.6152,0.8766,0.723,35
699,Premnoplex brunnescens,25.31526077,6.067845805,3.917278912,0.866,0.8067,0.8353,35
700,Premnornis guttuliger,54.80768707,4.639818594,6.693446712,0.8912,0.922,0.9063,99
701,Primolius couloni,23.53977324,8.850861678,2.855668934,0.8918,0.7267,0.8009,40
702,Progne chalybea,8.867981859,8.430090703,2.96138322,0.7497,0.5127,0.6089,24
703,Progne elegans,45.64689342,6.171655329,5.795102041,0.8873,0.8809,0.8841,53
704,Progne subis,61.20145125,3.639659864,218.8454195,0.2185,0.9439,0.3549,313
705,Progne tapera,48.28405896,1.536349206,5.979614512,0.8898,0.9692,0.9278,53
706,Psarocolius angustifrons,53.50464853,17.47011338,4.810408163,0.9175,0.7539,0.8277,50
707,Psarocolius atrovirens,14.80564626,6.193401361,11.21770975,0.5689,0.7051,0.6297,63
708,Psarocolius bifasciatus,41.7844898,26.62362812,15.69469388,0.7269,0.6108,0.6638,100
709,Psarocolius decumanus,14.23192744,6.234036281,13.53553288,0.5125,0.6954,0.5901,61
710,Pseudastur albicollis,13.37510204,1.860816327,3.799002268,0.7788,0.8779,0.8254,27
711,Pseudocolopteryx acutipennis,6.189319728,1.612176871,1.670136054,0.7875,0.7934,0.7904,18
712,Pseudotriccus ruficeps,18.09553288,17.97585034,9.067414966,0.6662,0.5017,0.5723,63
713,Pseudotriccus simplex,1.433446712,0.6034693878,0.07818594104,0.9483,0.7037,0.8079,2
714,Psittacara leucophthalmus,28.94657596,8.022380952,7.204739229,0.8007,0.783,0.7918,41
715,Psophia leucoptera,36.33451247,12.11954649,10.7585941,0.7715,0.7499,0.7606,51
716,Pteroglossus azara,74.761678,10.64403628,17.14115646,0.8135,0.8754,0.8433,190
717,Pteroglossus beauharnaesii,32.42730159,2.401587302,4.014535147,0.8898,0.931,0.91,35
718,Pteroglossus castanotis,22.96714286,4.096462585,4.749478458,0.8286,0.8486,0.8385,35
719,Pteroglossus inscriptus,58.63235828,7.600839002,5.228185941,0.9181,0.8852,0.9014,74
720,Pulsatrix melanota,48.95181406,2.648888889,16.25598639,0.7507,0.9487,0.8382,69
721,Pulsatrix perspicillata,16.31993197,1.238752834,17.09893424,0.4883,0.9295,0.6403,95
722,Pygiptila stellaris,34.72133787,12.72519274,3.790272109,0.9016,0.7318,0.8079,61
723,Pyrilia barrabandi,7.770272109,0.7924036281,2.692471655,0.7427,0.9075,0.8168,15
724,Pyrocephalus rubinus,22.75827664,6.042494331,6.844739229,0.7688,0.7902,0.7793,56
725,Pyrrhomyias cinnamomeus,23.55646259,2.793356009,13.89297052,0.629,0.894,0.7385,70
726,Pyrrhura roseifrons,29.78199546,5.171995465,1.50845805,0.9518,0.852,0.8992,43
727,Pyrrhura rupicola,3.666258503,0.5898185941,0.8686394558,0.8085,0.8614,0.8341,9
728,Querula purpurata,14.34437642,1.512834467,1.655646259,0.8965,0.9046,0.9005,11
729,Ramphastos toco,8.97462585,2.64739229,6.979931973,0.5625,0.7722,0.6509,33
730,Ramphastos tucanus,209.0662358,8.8461678,17.86351474,0.9213,0.9594,0.94,104
731,Ramphastos vitellinus,28.75809524,1.930521542,2.138594104,0.9308,0.9371,0.9339,39
732,Ramphocaenus melanurus,53.6470068,2.479002268,3.617278912,0.9368,0.9558,0.9462,36
733,Ramphocaenus sticturus,55.66265306,5.686394558,7.00478458,0.8882,0.9073,0.8977,65
734,Ramphocelus carbo,47.0115873,42.09718821,11.43027211,0.8044,0.5276,0.6372,193
735,Ramphocelus nigrogularis,54.09782313,9.347619048,13.78004535,0.797,0.8527,0.8239,134
736,Ramphotrigon fuscicauda,21.01791383,9.698526077,2.747460317,0.8844,0.6843,0.7716,22
737,Ramphotrigon megacephalum,34.2014966,1.677891156,2.705396825,0.9267,0.9532,0.9398,48
738,Ramphotrigon ruficauda,20.23589569,0.6834693878,2.717596372,0.8816,0.9673,0.9225,20
739,Rhegmatorhina melanosticta,50.46204082,3.458798186,11.58460317,0.8133,0.9359,0.8703,34
740,Rhynchocyclus fulvipectus,3.160861678,0.5303401361,0.07170068027,0.9778,0.8563,0.913,5
741,Rhynchocyclus olivaceus,14.28353741,12.36519274,2.065351474,0.8737,0.536,0.6644,31
742,Rhynchotus rufescens,6.343900227,1.790816327,5.12122449,0.5533,0.7799,0.6473,16
743,Rhytipterna simplex,14.88712018,7.993061224,6.328231293,0.7017,0.6507,0.6752,28
744,Riparia riparia,31.19072562,2.973922902,13.97208617,0.6906,0.913,0.7864,83
745,Rollandia rolland,12.70829932,3.766507937,4.338367347,0.7455,0.7714,0.7582,44
746,Rostrhamus sociabilis,4.301632653,0.02836734694,1.707301587,0.7159,0.9934,0.8321,3
747,Rupicola peruvianus,114.5821542,5.194240363,7.208571429,0.9408,0.9566,0.9487,68
748,Rupornis magnirostris,26.59303855,1.190136054,3.197664399,0.8927,0.9572,0.9238,20
749,Rynchops niger,74.25496599,3.181201814,7.514829932,0.9081,0.9589,0.9328,133
750,Saltator coerulescens,18.57954649,0.5762811791,1.867437642,0.9087,0.9699,0.9383,24
751,Saltator grossus,20.44063492,1.397777778,1.187324263,0.9451,0.936,0.9405,24
752,Saltator maximus,40.61369615,5.011723356,4.200453515,0.9063,0.8902,0.8981,98
753,Sarcoramphus papa,5.089886621,0.9753968254,19.14260771,0.21,0.8392,0.336,133
754,Satrapa icterophrys,0.4071882086,0,0.150952381,0.7295,1,0.8436,2
755,Sayornis nigricans,22.45560091,9.188390023,13.11587302,0.6313,0.7096,0.6682,119
756,Schiffornis aenea,35.58786848,10.15911565,5.051360544,0.8757,0.7779,0.8239,36
757,Schiffornis major,26.27326531,1.883333333,4.591950113,0.8512,0.9331,0.8903,32
758,Schiffornis turdina,20.11977324,0.1794331066,3.947868481,0.836,0.9912,0.907,16
759,Schistes geoffroyi,29.85106576,1.263673469,7.48462585,0.7995,0.9594,0.8722,49
760,Schistochlamys melanopis,9.643922902,0.9701814059,2.097573696,0.8214,0.9086,0.8628,27
761,Sciaphylax hemimelaena,20.86927438,0.4049206349,8.293469388,0.7156,0.981,0.8275,21
762,Sclateria naevia,67.83424036,3.402811791,2.398344671,0.9659,0.9522,0.959,20
763,Sclerurus albigularis,97.31394558,19.88183673,6.822539683,0.9345,0.8304,0.8793,109
764,Sclerurus caudacutus,65.27154195,12.72414966,75.51217687,0.4636,0.8369,0.5967,117
765,Sclerurus mexicanus,5.855238095,0.4647619048,4.819138322,0.5485,0.9265,0.6891,32
766,Scytalopus atratus,59.24868481,3.307732426,3.867619048,0.9387,0.9471,0.9429,93
767,Scytalopus bolivianus,44.01510204,1.286507937,2.519795918,0.9459,0.9716,0.9586,36
768,Scytalopus schulenbergi,142.7610204,4.216394558,6.079092971,0.9592,0.9713,0.9652,48
769,Scytalopus simonsi,71.1184127,35.23687075,3.736689342,0.9501,0.6687,0.7849,143
770,Selenidera reinwardtii,11.76004535,7.320022676,1.705034014,0.8734,0.6164,0.7227,25
771,Serpophaga cinerea,6.639954649,0.2008163265,0.6624489796,0.9093,0.9706,0.939,14
772,Serpophaga hypoleuca,19.57122449,0.8229024943,9.75446712,0.6674,0.9597,0.7873,47
773,Setopagis parvula,18.18839002,1.570884354,2.325419501,0.8866,0.9205,0.9033,27
774,Setophaga cerulea,33.15410431,4.652494331,31.49716553,0.5128,0.8769,0.6472,114
775,Setophaga fusca,6.432539683,1.257777778,7.148843537,0.4736,0.8364,0.6048,29
776,Setophaga palmarum,7.430839002,15.97943311,2.614512472,0.7397,0.3174,0.4442,49
777,Setophaga petechia,25.48918367,0.5923356009,5.072857143,0.834,0.9773,0.9,17
778,Setophaga pitiayumi,29.18306122,1.808163265,4.045804989,0.8782,0.9417,0.9088,24
779,Setophaga striata,24.25603175,8.453809524,16.35138322,0.5973,0.7416,0.6617,47
780,Sicalis flaveola,40.41591837,17.44687075,9.076485261,0.8166,0.6985,0.7529,66
781,Sicalis luteola,2.359024943,5.570226757,0.5241496599,0.8182,0.2975,0.4364,10
782,Sirystes albocinereus,55.35909297,4.831020408,8.039115646,0.8732,0.9197,0.8959,66
783,Sittasomus griseicapillus,29.08528345,0.1654195011,3.838843537,0.8834,0.9943,0.9356,16
784,Snowornis subalaris,2.210272109,0.6808163265,1.633537415,0.575,0.7645,0.6564,6
785,Spatula cyanoptera,4.453628118,2.933310658,6.599569161,0.4029,0.6029,0.483,17
786,Spatula discors,41.41088435,32.18596372,5.963015873,0.8741,0.5627,0.6846,122
787,Spatula puna,1.837619048,0.2298866213,0.3019274376,0.8589,0.8888,0.8736,6
788,Spinus magellanicus,79.83764172,2.60106576,8.720544218,0.9015,0.9684,0.9338,64
789,Spinus olivaceus,64.39376417,14.30544218,7.286712018,0.8983,0.8182,0.8564,104
790,Spizaetus isidori,69.28662132,3.607596372,2.17845805,0.9695,0.9505,0.9599,26
791,Spizaetus melanoleucus,38.31507937,14.85732426,7.987369615,0.8275,0.7206,0.7703,79
792,Spizaetus ornatus,47.52569161,4.49707483,8.797278912,0.8438,0.9136,0.8773,88
793,Spizaetus tyrannus,18.17875283,0.3681179138,0.5886394558,0.9686,0.9802,0.9744,22
794,Sporophila bouvronides,37.94170068,13.48780045,5.068095238,0.8822,0.7377,0.8035,46
795,Sporophila caerulescens,15.24068027,6.260045351,5.965487528,0.7187,0.7088,0.7137,20
796,Sporophila castaneiventris,62.1352381,6.777324263,28.95791383,0.6821,0.9017,0.7767,130
797,Sporophila hypochroma,25.05038549,0.380952381,6.856643991,0.7851,0.985,0.8738,26
798,Sporophila hypoxantha,5.31537415,0.5603854875,13.5684127,0.2815,0.9046,0.4294,19
799,Sporophila leucoptera,22.9147619,10.00353741,5.62521542,0.8029,0.6961,0.7457,48
800,Sporophila lineola,19.35911565,2.838344671,3.479637188,0.8476,0.8721,0.8597,15
801,Sporophila luctuosa,3.695283447,0.1667120181,0.5373015873,0.8731,0.9568,0.913,10
802,Sporophila nigricollis,29.18947846,5.031020408,11.34943311,0.72,0.853,0.7809,101
803,Sporophila plumbea,64.48174603,7.505056689,20.3145805,0.7604,0.8957,0.8226,52
804,Sporophila ruficollis,3.282267574,4.167414966,25.74099773,0.1131,0.4406,0.18,80
805,Sporophila schistacea,37.86235828,5.783809524,3.555782313,0.9141,0.8675,0.8902,24
806,Steatornis caripensis,14.24918367,2.850839002,3.612517007,0.7978,0.8333,0.8151,26
807,Stelgidopteryx ruficollis,5.473106576,0.1067120181,0.8060090703,0.8716,0.9809,0.923,9
808,Sterna hirundo,32.61403628,21.34342404,27.48673469,0.5427,0.6044,0.5719,106
809,Sternula superciliaris,76.61210884,3.767188209,2.542585034,0.9679,0.9531,0.9604,56
810,Streptoprocne rutila,18.04761905,1.499070295,0.6268027211,0.9664,0.9233,0.9444,16
811,Streptoprocne zonaris,96.50913832,2.442562358,3.084058957,0.969,0.9753,0.9722,30
812,Sublegatus modestus,29.81612245,4.099206349,5.261791383,0.85,0.8791,0.8643,40
813,Sublegatus obscurior,12.68478458,0.03049886621,1.909319728,0.8692,0.9976,0.929,5
814,Synallaxis albescens,76.22884354,32.15247166,17.11668934,0.8166,0.7033,0.7558,193
815,Synallaxis albigularis,85.15253968,9.862176871,7.635487528,0.9177,0.8962,0.9068,93
816,Synallaxis cabanisi,25.12981859,2.748979592,9.352222222,0.7288,0.9014,0.8059,26
817,Synallaxis cherriei,37.889161,6.529478458,6.517641723,0.8532,0.853,0.8531,62
818,Synallaxis gujanensis,24.7476644,5.723945578,1.934920635,0.9275,0.8122,0.866,45
819,Synallaxis hypospodia,30.63176871,11.22190476,1.407732426,0.9561,0.7319,0.8291,23
820,Synallaxis rutilans,53.44213152,13.04501134,3.514761905,0.9383,0.8038,0.8659,83
821,Syndactyla rufosuperciliata,18.84637188,12.5778458,8.386054422,0.6921,0.5997,0.6426,47
822,Syndactyla striata,29.24229025,14.60099773,0.6693197279,0.9776,0.667,0.793,15
823,Syndactyla ucayalae,4.770022676,3.237981859,15.27079365,0.238,0.5957,0.3401,45
824,Tachornis squamata,9.115102041,0.1892063492,2.861632653,0.7611,0.9797,0.8566,15
825,Tachybaptus dominicus,72.20585034,27.28462585,12.45664399,0.8529,0.7258,0.7842,125
826,Tachycineta albiventer,18.73394558,2.520430839,1.940861678,0.9061,0.8814,0.8936,34
827,Tachycineta leucorrhoa,6.80276644,2.730884354,1.91814059,0.7801,0.7136,0.7453,11
828,Tachyphonus phoenicius,78.608322,22.27129252,22.74657596,0.7756,0.7792,0.7774,137
829,Tachyphonus rufus,40.73424036,2.370453515,3.516099773,0.9205,0.945,0.9326,45
830,Tangara arthus,12.90900227,1.12292517,1.222199546,0.9135,0.92,0.9167,27
831,Tangara callophrys,28.71371882,5.404058957,10.9399093,0.7241,0.8416,0.7785,41
832,Tangara chilensis,45.1692517,7.180362812,11.42571429,0.7981,0.8628,0.8292,118
833,Tangara chrysotis,81.64845805,8.920997732,9.065238095,0.9001,0.9015,0.9008,141
834,Tangara gyrola,43.40294785,6.00952381,4.550589569,0.9051,0.8784,0.8915,61
835,Tangara mexicana,33.62886621,0.9373922902,2.442494331,0.9323,0.9729,0.9522,21
836,Tangara nigroviridis,79.48142857,1.459727891,11.96054422,0.8692,0.982,0.9221,61
837,Tangara schrankii,45.87095238,9.001609977,3.330090703,0.9323,0.836,0.8815,39
838,Tangara velia,82.5077551,14.50641723,9.790090703,0.8939,0.8505,0.8717,64
839,Tangara xanthocephala,30.88696145,34.69839002,2.480498866,0.9257,0.4709,0.6243,64
840,Tapera naevia,30.83403628,36.72693878,2.049637188,0.9377,0.4564,0.614,48
841,Taphrospilus hypostictus,25.6775737,1.790770975,8.650294785,0.748,0.9348,0.831,30
842,Taraba major,46.49408163,5.086258503,27.6454195,0.6271,0.9014,0.7396,52
843,Terenotriccus erythrurus,46.31612245,3.681746032,8.000861678,0.8527,0.9264,0.888,64
844,Tersina viridis,37.4885034,5.903537415,5.121814059,0.8798,0.8639,0.8718,59
845,Thalurania furcata,25.55698413,20.59138322,6.303537415,0.8022,0.5538,0.6552,96
846,Thamnistes anabatinus,20.13650794,5.725147392,0.6774376417,0.9675,0.7786,0.8628,16
847,Thamnomanes ardesiacus,15.28528345,1.468730159,3.44968254,0.8159,0.9123,0.8614,16
848,Thamnomanes schistogynus,9.53585034,2.678798186,8.045578231,0.5424,0.7807,0.6401,26
849,Thamnophilus aethiops,46.9923356,6.747505669,5.273333333,0.8991,0.8744,0.8866,32
850,Thamnophilus amazonicus,16.67272109,2.821564626,4.164557823,0.8001,0.8553,0.8268,35
851,Thamnophilus caerulescens,16.05587302,11.20013605,2.906621315,0.8467,0.5891,0.6948,45
852,Thamnophilus doliatus,36.10789116,4.213356009,2.380521542,0.9381,0.8955,0.9163,25
853,Thamnophilus murinus,38.05591837,9.237052154,8.949546485,0.8096,0.8047,0.8071,76
854,Thamnophilus palliatus,62.23043084,4.325873016,9.966780045,0.862,0.935,0.897,55
855,Thamnophilus ruficapillus,52.01024943,6.158752834,2.245600907,0.9586,0.8941,0.9252,36
856,Thamnophilus schistaceus,20.77829932,3.052154195,15.31498866,0.5757,0.8719,0.6935,47
857,Theristicus branickii,3.963514739,4.327596372,0.6411564626,0.8608,0.478,0.6147,36
858,Theristicus caudatus,15.9454195,6.936031746,3.075487528,0.8383,0.6969,0.7611,33
859,Thlypopsis ruficeps,33.81557823,1.684807256,2.97521542,0.9191,0.9525,0.9355,21
860,Thlypopsis sordida,33.42689342,1.096802721,1.588956916,0.9546,0.9682,0.9614,15
861,Thraupis episcopus,18.41927438,0.4524943311,0.3714512472,0.9802,0.976,0.9781,7
862,Thraupis palmarum,39.24936508,2.241428571,1.270907029,0.9686,0.946,0.9572,21
863,Thraupis sayaca,28.35385488,3.971927438,2.436734694,0.9209,0.8771,0.8985,20
864,Threnetes leucurus,108.6288889,34.64521542,5.723446712,0.9499,0.7582,0.8433,110
865,Thripadectes holostictus,25.72768707,15.13773243,3.644263039,0.8759,0.6296,0.7326,52
866,Thripadectes melanorhynchus,13.22911565,2.556802721,3.121179138,0.8091,0.838,0.8233,23
867,Thripadectes scrutator,42.91365079,10.22489796,4.714353741,0.901,0.8076,0.8517,50
