,FOLDER,IN FILE,MANUAL ID,OFFSET,DURATION,CLIP LENGTH,CHANNEL,SAMPLE RATE
3801,AM30_samples_split,20190619_183000.WAV,bird,39.0,3.0,60.0,0,44100
3873,AM30_samples_split,20190619_183000.WAV,bird,27.0,3.0,60.0,0,44100
3898,AM30_samples_split,20190620_093000.WAV,bird,3.0,3.0,60.0,0,44100
3699,AM30_samples_split,20190620_093000.WAV,bird,57.0,3.0,60.0,0,44100
3810,AM30_samples_split,20190620_093000.WAV,bird,9.0,3.0,60.0,0,44100
3742,AM30_samples_split,20190620_093000.WAV,bird,18.0,3.0,60.0,0,44100
3644,AM30_samples_split,20190620_093000.WAV,bird,21.0,3.0,60.0,0,44100
3655,AM30_samples_split,20190620_093000.WAV,bird,24.0,3.0,60.0,0,44100
4078,AM30_samples_split,20190620_094000.WAV,bird,30.0,3.0,60.0,0,44100
3865,AM30_samples_split,20190620_094000.WAV,bird,42.0,3.0,60.0,0,44100
4012,AM30_samples_split,20190620_094000.WAV,bird,45.0,3.0,60.0,0,44100
3730,AM30_samples_split,20190620_094000.WAV,bird,48.0,3.0,60.0,0,44100
3869,AM30_samples_split,20190620_094000.WAV,bird,51.0,3.0,60.0,0,44100
4063,AM30_samples_split,20190620_094000.WAV,bird,54.0,3.0,60.0,0,44100
3988,AM30_samples_split,20190620_094000.WAV,bird,6.0,3.0,60.0,0,44100
3878,AM30_samples_split,20190620_094000.WAV,bird,9.0,3.0,60.0,0,44100
3823,AM30_samples_split,20190620_094000.WAV,bird,12.0,3.0,60.0,0,44100
3903,AM30_samples_split,20190620_094000.WAV,bird,27.0,3.0,60.0,0,44100
4036,AM30_samples_split,20190620_190000.WAV,bird,54.0,3.0,60.0,0,44100
3775,AM30_samples_split,20190620_190000.WAV,bird,57.0,3.0,60.0,0,44100
3985,AM30_samples_split,20190620_190000.WAV,bird,9.0,3.0,60.0,0,44100
3669,AM30_samples_split,20190621_202000.WAV,bird,0.0,3.0,60.0,0,44100
3822,AM30_samples_split,20190621_202000.WAV,bird,3.0,3.0,60.0,0,44100
3837,AM30_samples_split,20190621_202000.WAV,bird,30.0,3.0,60.0,0,44100
3754,AM30_samples_split,20190621_202000.WAV,bird,33.0,3.0,60.0,0,44100
3752,AM30_samples_split,20190621_202000.WAV,bird,36.0,3.0,60.0,0,44100
3963,AM30_samples_split,20190621_202000.WAV,bird,39.0,3.0,60.0,0,44100
3973,AM30_samples_split,20190621_202000.WAV,bird,42.0,3.0,60.0,0,44100
3827,AM30_samples_split,20190621_202000.WAV,bird,45.0,3.0,60.0,0,44100
3851,AM30_samples_split,20190621_202000.WAV,bird,51.0,3.0,60.0,0,44100
3915,AM30_samples_split,20190621_202000.WAV,bird,54.0,3.0,60.0,0,44100
3651,AM30_samples_split,20190621_202000.WAV,bird,57.0,3.0,60.0,0,44100
3961,AM30_samples_split,20190621_202000.WAV,bird,9.0,3.0,60.0,0,44100
4044,AM30_samples_split,20190621_202000.WAV,bird,12.0,3.0,60.0,0,44100
3643,AM30_samples_split,20190621_202000.WAV,bird,15.0,3.0,60.0,0,44100
3741,AM30_samples_split,20190621_202000.WAV,bird,18.0,3.0,60.0,0,44100
3856,AM30_samples_split,20190621_202000.WAV,bird,21.0,3.0,60.0,0,44100
4088,AM30_samples_split,20190621_202000.WAV,bird,24.0,3.0,60.0,0,44100
3969,AM30_samples_split,20190621_202000.WAV,bird,27.0,3.0,60.0,0,44100
4034,AM30_samples_split,20190625_010000.WAV,bird,0.0,3.0,60.0,0,44100
3721,AM30_samples_split,20190625_010000.WAV,bird,48.0,3.0,60.0,0,44100
3734,AM30_samples_split,20190625_010000.WAV,bird,57.0,3.0,60.0,0,44100
3760,AM30_samples_split,20190625_010000.WAV,bird,12.0,3.0,60.0,0,44100
3697,AM30_samples_split,20190625_010000.WAV,bird,24.0,3.0,60.0,0,44100
3689,AM30_samples_split,20190626_193000.WAV,bird,30.0,3.0,60.0,0,44100
4049,AM30_samples_split,20190626_193000.WAV,bird,45.0,3.0,60.0,0,44100
3813,AM30_samples_split,20190626_193000.WAV,bird,48.0,3.0,60.0,0,44100
3901,AM30_samples_split,20190626_193000.WAV,bird,51.0,3.0,60.0,0,44100
4013,AM30_samples_split,20190626_193000.WAV,bird,54.0,3.0,60.0,0,44100
3981,AM30_samples_split,20190626_193000.WAV,bird,57.0,3.0,60.0,0,44100
4073,AM30_samples_split,20190626_193000.WAV,bird,18.0,3.0,60.0,0,44100
3764,AM30_samples_split,20190626_193000.WAV,bird,21.0,3.0,60.0,0,44100
4060,AM30_samples_split,20190626_193000.WAV,bird,24.0,3.0,60.0,0,44100
3750,AM30_samples_split,20190627_081000.WAV,bird,0.0,3.0,60.0,0,44100
4051,AM30_samples_split,20190627_081000.WAV,bird,3.0,3.0,60.0,0,44100
3908,AM30_samples_split,20190627_081000.WAV,bird,6.0,3.0,60.0,0,44100
3786,AM30_samples_split,20190627_081000.WAV,bird,9.0,3.0,60.0,0,44100
3967,AM30_samples_split,20190627_081000.WAV,bird,12.0,3.0,60.0,0,44100
4008,AM30_samples_split,20190627_081000.WAV,bird,24.0,3.0,60.0,0,44100
3844,AM30_samples_split,20190627_081000.WAV,bird,27.0,3.0,60.0,0,44100
3964,AM30_samples_split,20190628_095000.WAV,bird,0.0,3.0,60.0,0,44100
3855,AM30_samples_split,20190628_095000.WAV,bird,3.0,3.0,60.0,0,44100
3781,AM30_samples_split,20190628_095000.WAV,bird,30.0,3.0,60.0,0,44100
3825,AM30_samples_split,20190628_095000.WAV,bird,42.0,3.0,60.0,0,44100
3893,AM30_samples_split,20190628_095000.WAV,bird,45.0,3.0,60.0,0,44100
3835,AM30_samples_split,20190628_095000.WAV,bird,6.0,3.0,60.0,0,44100
4055,AM30_samples_split,20190628_095000.WAV,bird,18.0,3.0,60.0,0,44100
3868,AM30_samples_split,20190628_095000.WAV,bird,21.0,3.0,60.0,0,44100
4084,AM30_samples_split,20190628_095000.WAV,bird,24.0,3.0,60.0,0,44100
3946,AM30_samples_split,20190629_131000.WAV,bird,3.0,3.0,60.0,0,44100
3815,AM30_samples_split,20190629_131000.WAV,bird,30.0,3.0,60.0,0,44100
4010,AM30_samples_split,20190629_131000.WAV,bird,33.0,3.0,60.0,0,44100
3649,AM30_samples_split,20190629_131000.WAV,bird,36.0,3.0,60.0,0,44100
3895,AM30_samples_split,20190629_131000.WAV,bird,39.0,3.0,60.0,0,44100
3646,AM30_samples_split,20190629_131000.WAV,bird,42.0,3.0,60.0,0,44100
3986,AM30_samples_split,20190629_131000.WAV,bird,45.0,3.0,60.0,0,44100
4045,AM30_samples_split,20190629_131000.WAV,bird,48.0,3.0,60.0,0,44100
3793,AM30_samples_split,20190629_131000.WAV,bird,51.0,3.0,60.0,0,44100
3874,AM30_samples_split,20190629_131000.WAV,bird,54.0,3.0,60.0,0,44100
4053,AM30_samples_split,20190629_131000.WAV,bird,57.0,3.0,60.0,0,44100
3853,AM30_samples_split,20190629_131000.WAV,bird,6.0,3.0,60.0,0,44100
3663,AM30_samples_split,20190629_131000.WAV,bird,9.0,3.0,60.0,0,44100
3804,AM30_samples_split,20190629_131000.WAV,bird,12.0,3.0,60.0,0,44100
3811,AM30_samples_split,20190629_131000.WAV,bird,15.0,3.0,60.0,0,44100
3807,AM30_samples_split,20190629_131000.WAV,bird,18.0,3.0,60.0,0,44100
3842,AM30_samples_split,20190629_131000.WAV,bird,21.0,3.0,60.0,0,44100
3968,AM30_samples_split,20190629_131000.WAV,bird,24.0,3.0,60.0,0,44100
3890,AM30_samples_split,20190629_131000.WAV,bird,27.0,3.0,60.0,0,44100
3772,AM30_samples_split,20190630_044000.WAV,bird,30.0,3.0,60.0,0,44100
3960,AM30_samples_split,20190630_044000.WAV,bird,54.0,3.0,60.0,0,44100
3696,AM30_samples_split,20190630_044000.WAV,bird,6.0,3.0,60.0,0,44100
3736,AM30_samples_split,20190630_044000.WAV,bird,9.0,3.0,60.0,0,44100
3812,AM30_samples_split,20190630_044000.WAV,bird,18.0,3.0,60.0,0,44100
3769,AM30_samples_split,20190630_044000.WAV,bird,21.0,3.0,60.0,0,44100
3838,AM30_samples_split,20190630_044000.WAV,bird,24.0,3.0,60.0,0,44100
3940,AM30_samples_split,20190630_044000.WAV,bird,27.0,3.0,60.0,0,44100
3759,AM30_samples_split,20190630_212000.WAV,bird,0.0,3.0,60.0,0,44100
3774,AM30_samples_split,20190630_212000.WAV,bird,36.0,3.0,60.0,0,44100
3791,AM30_samples_split,20190630_212000.WAV,bird,42.0,3.0,60.0,0,44100
3806,AM30_samples_split,20190630_212000.WAV,bird,54.0,3.0,60.0,0,44100
3782,AM30_samples_split,20190630_212000.WAV,bird,57.0,3.0,60.0,0,44100
3888,AM30_samples_split,20190630_212000.WAV,bird,6.0,3.0,60.0,0,44100
3788,AM30_samples_split,20190630_212000.WAV,bird,12.0,3.0,60.0,0,44100
3875,AM30_samples_split,20190630_212000.WAV,bird,24.0,3.0,60.0,0,44100
4025,AM30_samples_split,20190701_200000.WAV,bird,48.0,3.0,60.0,0,44100
4095,AM30_samples_split,20190701_200000.WAV,bird,57.0,3.0,60.0,0,44100
3862,AM30_samples_split,20190701_200000.WAV,bird,15.0,3.0,60.0,0,44100
3820,AM30_samples_split,20190701_200000.WAV,bird,18.0,3.0,60.0,0,44100
3701,AM30_samples_split,20190703_094000.WAV,bird,33.0,3.0,60.0,0,44100
3933,AM30_samples_split,20190703_094000.WAV,bird,39.0,3.0,60.0,0,44100
4033,AM30_samples_split,20190703_094000.WAV,bird,45.0,3.0,60.0,0,44100
3905,AM30_samples_split,20190703_094000.WAV,bird,54.0,3.0,60.0,0,44100
3681,AM30_samples_split,20190703_094000.WAV,bird,57.0,3.0,60.0,0,44100
3745,AM30_samples_split,20190703_094000.WAV,bird,12.0,3.0,60.0,0,44100
3937,AM30_samples_split,20190705_094000.WAV,bird,33.0,3.0,60.0,0,44100
3916,AM30_samples_split,20190705_094000.WAV,bird,9.0,3.0,60.0,0,44100
4002,AM30_samples_split,20190705_094000.WAV,bird,15.0,3.0,60.0,0,44100
3740,AM30_samples_split,20190705_094000.WAV,bird,27.0,3.0,60.0,0,44100
3870,AM30_samples_split,20190705_162000.WAV,bird,3.0,3.0,60.0,0,44100
3792,AM30_samples_split,20190705_162000.WAV,bird,30.0,3.0,60.0,0,44100
4026,AM30_samples_split,20190705_162000.WAV,bird,33.0,3.0,60.0,0,44100
3702,AM30_samples_split,20190705_162000.WAV,bird,36.0,3.0,60.0,0,44100
4009,AM30_samples_split,20190705_162000.WAV,bird,39.0,3.0,60.0,0,44100
3677,AM30_samples_split,20190705_162000.WAV,bird,45.0,3.0,60.0,0,44100
3680,AM30_samples_split,20190705_162000.WAV,bird,48.0,3.0,60.0,0,44100
3876,AM30_samples_split,20190705_162000.WAV,bird,54.0,3.0,60.0,0,44100
3840,AM30_samples_split,20190705_162000.WAV,bird,57.0,3.0,60.0,0,44100
3798,AM30_samples_split,20190705_162000.WAV,bird,9.0,3.0,60.0,0,44100
4066,AM30_samples_split,20190705_162000.WAV,bird,21.0,3.0,60.0,0,44100
3987,AM30_samples_split,20190705_162000.WAV,bird,24.0,3.0,60.0,0,44100
3882,AM30_samples_split,20190705_162000.WAV,bird,27.0,3.0,60.0,0,44100
4076,AM30_samples_split,20190705_194000.WAV,bird,30.0,3.0,60.0,0,44100
3724,AM30_samples_split,20190705_194000.WAV,bird,33.0,3.0,60.0,0,44100
3847,AM30_samples_split,20190705_194000.WAV,bird,36.0,3.0,60.0,0,44100
3900,AM30_samples_split,20190705_194000.WAV,bird,42.0,3.0,60.0,0,44100
3802,AM30_samples_split,20190705_194000.WAV,bird,45.0,3.0,60.0,0,44100
4096,AM30_samples_split,20190705_194000.WAV,bird,51.0,3.0,60.0,0,44100
3808,AM30_samples_split,20190705_194000.WAV,bird,54.0,3.0,60.0,0,44100
3885,AM30_samples_split,20190705_194000.WAV,bird,57.0,3.0,60.0,0,44100
3803,AM30_samples_split,20190705_194000.WAV,bird,6.0,3.0,60.0,0,44100
3958,AM30_samples_split,20190705_194000.WAV,bird,18.0,3.0,60.0,0,44100
3704,AM30_samples_split,20190705_194000.WAV,bird,21.0,3.0,60.0,0,44100
3824,AM30_samples_split,20190705_194000.WAV,bird,24.0,3.0,60.0,0,44100
3817,AM30_samples_split,20190705_225000.WAV,bird,36.0,3.0,60.0,0,44100
3857,AM30_samples_split,20190706_125000.WAV,bird,0.0,3.0,60.0,0,44100
3790,AM30_samples_split,20190706_125000.WAV,bird,33.0,3.0,60.0,0,44100
3859,AM30_samples_split,20190706_125000.WAV,bird,48.0,3.0,60.0,0,44100
3833,AM30_samples_split,20190706_125000.WAV,bird,54.0,3.0,60.0,0,44100
4059,AM30_samples_split,20190706_125000.WAV,bird,57.0,3.0,60.0,0,44100
3949,AM30_samples_split,20190706_125000.WAV,bird,6.0,3.0,60.0,0,44100
3919,AM30_samples_split,20190706_125000.WAV,bird,9.0,3.0,60.0,0,44100
3676,AM30_samples_split,20190706_125000.WAV,bird,12.0,3.0,60.0,0,44100
3763,AM30_samples_split,20190706_125000.WAV,bird,15.0,3.0,60.0,0,44100
3938,AM30_samples_split,20190706_125000.WAV,bird,18.0,3.0,60.0,0,44100
3932,AM30_samples_split,20190706_125000.WAV,bird,21.0,3.0,60.0,0,44100
3860,AM30_samples_split,20190706_125000.WAV,bird,24.0,3.0,60.0,0,44100
3777,AM30_samples_split,20190706_125000.WAV,bird,27.0,3.0,60.0,0,44100
1185,AM5_samples_split,20190612_103000.WAV,bird,0.0,3.0,60.0,0,44100
1180,AM5_samples_split,20190612_103000.WAV,bird,3.0,3.0,60.0,0,44100
1339,AM5_samples_split,20190612_103000.WAV,bird,30.0,3.0,60.0,0,44100
1259,AM5_samples_split,20190612_103000.WAV,bird,33.0,3.0,60.0,0,44100
1300,AM5_samples_split,20190612_103000.WAV,bird,36.0,3.0,60.0,0,44100
1164,AM5_samples_split,20190612_103000.WAV,bird,39.0,3.0,60.0,0,44100
1082,AM5_samples_split,20190612_103000.WAV,bird,42.0,3.0,60.0,0,44100
1104,AM5_samples_split,20190612_103000.WAV,bird,45.0,3.0,60.0,0,44100
1240,AM5_samples_split,20190612_103000.WAV,bird,48.0,3.0,60.0,0,44100
1128,AM5_samples_split,20190612_103000.WAV,bird,54.0,3.0,60.0,0,44100
1207,AM5_samples_split,20190612_103000.WAV,bird,57.0,3.0,60.0,0,44100
1363,AM5_samples_split,20190612_103000.WAV,bird,6.0,3.0,60.0,0,44100
1139,AM5_samples_split,20190612_103000.WAV,bird,9.0,3.0,60.0,0,44100
1238,AM5_samples_split,20190612_103000.WAV,bird,12.0,3.0,60.0,0,44100
955,AM5_samples_split,20190612_103000.WAV,bird,15.0,3.0,60.0,0,44100
1277,AM5_samples_split,20190612_103000.WAV,bird,18.0,3.0,60.0,0,44100
1248,AM5_samples_split,20190612_103000.WAV,bird,21.0,3.0,60.0,0,44100
996,AM5_samples_split,20190612_103000.WAV,bird,24.0,3.0,60.0,0,44100
1171,AM5_samples_split,20190612_221000.WAV,bird,0.0,3.0,60.0,0,44100
1110,AM5_samples_split,20190612_221000.WAV,bird,3.0,3.0,60.0,0,44100
1256,AM5_samples_split,20190612_221000.WAV,bird,30.0,3.0,60.0,0,44100
1119,AM5_samples_split,20190612_221000.WAV,bird,33.0,3.0,60.0,0,44100
1076,AM5_samples_split,20190612_221000.WAV,bird,39.0,3.0,60.0,0,44100
1127,AM5_samples_split,20190612_221000.WAV,bird,51.0,3.0,60.0,0,44100
1183,AM5_samples_split,20190612_221000.WAV,bird,54.0,3.0,60.0,0,44100
1160,AM5_samples_split,20190612_221000.WAV,bird,57.0,3.0,60.0,0,44100
1286,AM5_samples_split,20190612_221000.WAV,bird,6.0,3.0,60.0,0,44100
1084,AM5_samples_split,20190612_221000.WAV,bird,9.0,3.0,60.0,0,44100
1166,AM5_samples_split,20190612_221000.WAV,bird,12.0,3.0,60.0,0,44100
1216,AM5_samples_split,20190612_221000.WAV,bird,15.0,3.0,60.0,0,44100
1064,AM5_samples_split,20190612_221000.WAV,bird,18.0,3.0,60.0,0,44100
1308,AM5_samples_split,20190612_221000.WAV,bird,21.0,3.0,60.0,0,44100
1283,AM5_samples_split,20190612_221000.WAV,bird,24.0,3.0,60.0,0,44100
971,AM5_samples_split,20190612_221000.WAV,bird,27.0,3.0,60.0,0,44100
1024,AM5_samples_split,20190613_100000.WAV,bird,3.0,3.0,60.0,0,44100
1224,AM5_samples_split,20190613_100000.WAV,bird,33.0,3.0,60.0,0,44100
1124,AM5_samples_split,20190613_100000.WAV,bird,39.0,3.0,60.0,0,44100
945,AM5_samples_split,20190613_100000.WAV,bird,42.0,3.0,60.0,0,44100
994,AM5_samples_split,20190613_100000.WAV,bird,45.0,3.0,60.0,0,44100
1170,AM5_samples_split,20190613_100000.WAV,bird,48.0,3.0,60.0,0,44100
1202,AM5_samples_split,20190613_100000.WAV,bird,51.0,3.0,60.0,0,44100
1322,AM5_samples_split,20190613_100000.WAV,bird,54.0,3.0,60.0,0,44100
1321,AM5_samples_split,20190613_100000.WAV,bird,57.0,3.0,60.0,0,44100
1225,AM5_samples_split,20190613_100000.WAV,bird,6.0,3.0,60.0,0,44100
1172,AM5_samples_split,20190613_100000.WAV,bird,9.0,3.0,60.0,0,44100
1210,AM5_samples_split,20190613_100000.WAV,bird,12.0,3.0,60.0,0,44100
1352,AM5_samples_split,20190613_100000.WAV,bird,15.0,3.0,60.0,0,44100
1150,AM5_samples_split,20190613_100000.WAV,bird,18.0,3.0,60.0,0,44100
1289,AM5_samples_split,20190615_040000.WAV,bird,30.0,3.0,60.0,0,44100
1156,AM5_samples_split,20190615_040000.WAV,bird,33.0,3.0,60.0,0,44100
1040,AM5_samples_split,20190615_040000.WAV,bird,45.0,3.0,60.0,0,44100
1346,AM5_samples_split,20190615_040000.WAV,bird,48.0,3.0,60.0,0,44100
979,AM5_samples_split,20190615_040000.WAV,bird,57.0,3.0,60.0,0,44100
1334,AM5_samples_split,20190615_040000.WAV,bird,15.0,3.0,60.0,0,44100
1112,AM5_samples_split,20190615_040000.WAV,bird,18.0,3.0,60.0,0,44100
1217,AM5_samples_split,20190615_040000.WAV,bird,21.0,3.0,60.0,0,44100
1236,AM5_samples_split,20190615_040000.WAV,bird,27.0,3.0,60.0,0,44100
1297,AM5_samples_split,20190618_164000.WAV,bird,0.0,3.0,60.0,0,44100
1343,AM5_samples_split,20190618_164000.WAV,bird,3.0,3.0,60.0,0,44100
1089,AM5_samples_split,20190618_164000.WAV,bird,30.0,3.0,60.0,0,44100
1107,AM5_samples_split,20190618_164000.WAV,bird,33.0,3.0,60.0,0,44100
1165,AM5_samples_split,20190618_164000.WAV,bird,36.0,3.0,60.0,0,44100
1043,AM5_samples_split,20190618_164000.WAV,bird,39.0,3.0,60.0,0,44100
1296,AM5_samples_split,20190618_164000.WAV,bird,42.0,3.0,60.0,0,44100
1276,AM5_samples_split,20190618_164000.WAV,bird,45.0,3.0,60.0,0,44100
993,AM5_samples_split,20190618_164000.WAV,bird,48.0,3.0,60.0,0,44100
1157,AM5_samples_split,20190618_164000.WAV,bird,51.0,3.0,60.0,0,44100
1114,AM5_samples_split,20190618_164000.WAV,bird,54.0,3.0,60.0,0,44100
1007,AM5_samples_split,20190618_164000.WAV,bird,57.0,3.0,60.0,0,44100
1071,AM5_samples_split,20190618_164000.WAV,bird,9.0,3.0,60.0,0,44100
1218,AM5_samples_split,20190618_164000.WAV,bird,12.0,3.0,60.0,0,44100
1014,AM5_samples_split,20190618_164000.WAV,bird,15.0,3.0,60.0,0,44100
1372,AM5_samples_split,20190618_164000.WAV,bird,18.0,3.0,60.0,0,44100
1198,AM5_samples_split,20190618_164000.WAV,bird,21.0,3.0,60.0,0,44100
1195,AM5_samples_split,20190618_164000.WAV,bird,24.0,3.0,60.0,0,44100
1347,AM5_samples_split,20190618_164000.WAV,bird,27.0,3.0,60.0,0,44100
1068,AM5_samples_split,20190619_053000.WAV,bird,36.0,3.0,60.0,0,44100
1101,AM5_samples_split,20190619_053000.WAV,bird,54.0,3.0,60.0,0,44100
1371,AM5_samples_split,20190619_053000.WAV,bird,18.0,3.0,60.0,0,44100
944,AM5_samples_split,20190619_053000.WAV,bird,21.0,3.0,60.0,0,44100
1268,AM5_samples_split,20190622_100000.WAV,bird,0.0,3.0,60.0,0,44100
1113,AM5_samples_split,20190622_100000.WAV,bird,3.0,3.0,60.0,0,44100
1102,AM5_samples_split,20190622_100000.WAV,bird,30.0,3.0,60.0,0,44100
1162,AM5_samples_split,20190622_100000.WAV,bird,33.0,3.0,60.0,0,44100
1154,AM5_samples_split,20190622_100000.WAV,bird,39.0,3.0,60.0,0,44100
1368,AM5_samples_split,20190622_100000.WAV,bird,42.0,3.0,60.0,0,44100
967,AM5_samples_split,20190622_100000.WAV,bird,48.0,3.0,60.0,0,44100
1048,AM5_samples_split,20190622_100000.WAV,bird,51.0,3.0,60.0,0,44100
1036,AM5_samples_split,20190622_100000.WAV,bird,54.0,3.0,60.0,0,44100
1092,AM5_samples_split,20190622_100000.WAV,bird,57.0,3.0,60.0,0,44100
1096,AM5_samples_split,20190622_100000.WAV,bird,6.0,3.0,60.0,0,44100
1003,AM5_samples_split,20190622_100000.WAV,bird,9.0,3.0,60.0,0,44100
1090,AM5_samples_split,20190622_100000.WAV,bird,12.0,3.0,60.0,0,44100
1184,AM5_samples_split,20190622_100000.WAV,bird,15.0,3.0,60.0,0,44100
1034,AM5_samples_split,20190622_100000.WAV,bird,18.0,3.0,60.0,0,44100
1013,AM5_samples_split,20190622_100000.WAV,bird,21.0,3.0,60.0,0,44100
1181,AM5_samples_split,20190622_100000.WAV,bird,24.0,3.0,60.0,0,44100
1250,AM5_samples_split,20190622_100000.WAV,bird,27.0,3.0,60.0,0,44100
1311,AM5_samples_split,20190622_181000.WAV,bird,3.0,3.0,60.0,0,44100
1325,AM5_samples_split,20190622_181000.WAV,bird,33.0,3.0,60.0,0,44100
963,AM5_samples_split,20190622_181000.WAV,bird,36.0,3.0,60.0,0,44100
1041,AM5_samples_split,20190622_181000.WAV,bird,45.0,3.0,60.0,0,44100
1203,AM5_samples_split,20190622_181000.WAV,bird,48.0,3.0,60.0,0,44100
1320,AM5_samples_split,20190622_181000.WAV,bird,12.0,3.0,60.0,0,44100
1212,AM5_samples_split,20190622_181000.WAV,bird,18.0,3.0,60.0,0,44100
1134,AM5_samples_split,20190622_181000.WAV,bird,21.0,3.0,60.0,0,44100
1305,AM5_samples_split,20190622_232000.WAV,bird,0.0,3.0,60.0,0,44100
1051,AM5_samples_split,20190622_232000.WAV,bird,36.0,3.0,60.0,0,44100
940,AM5_samples_split,20190622_232000.WAV,bird,39.0,3.0,60.0,0,44100
1145,AM5_samples_split,20190622_232000.WAV,bird,42.0,3.0,60.0,0,44100
1208,AM5_samples_split,20190622_232000.WAV,bird,12.0,3.0,60.0,0,44100
1085,AM5_samples_split,20190622_232000.WAV,bird,24.0,3.0,60.0,0,44100
1138,AM5_samples_split,20190623_063000.WAV,bird,0.0,3.0,60.0,0,44100
972,AM5_samples_split,20190623_063000.WAV,bird,42.0,3.0,60.0,0,44100
1008,AM5_samples_split,20190623_063000.WAV,bird,54.0,3.0,60.0,0,44100
1255,AM5_samples_split,20190623_063000.WAV,bird,6.0,3.0,60.0,0,44100
1285,AM5_samples_split,20190623_063000.WAV,bird,9.0,3.0,60.0,0,44100
1142,AM5_samples_split,20190623_063000.WAV,bird,12.0,3.0,60.0,0,44100
1196,AM5_samples_split,20190623_063000.WAV,bird,15.0,3.0,60.0,0,44100
951,AM5_samples_split,20190623_063000.WAV,bird,21.0,3.0,60.0,0,44100
1193,AM5_samples_split,20190623_063000.WAV,bird,24.0,3.0,60.0,0,44100
954,AM5_samples_split,20190623_063000.WAV,bird,27.0,3.0,60.0,0,44100
1001,AM5_samples_split,20190623_215000.WAV,bird,42.0,3.0,60.0,0,44100
984,AM5_samples_split,20190623_215000.WAV,bird,21.0,3.0,60.0,0,44100
1323,AM5_samples_split,20190623_215000.WAV,bird,24.0,3.0,60.0,0,44100
1280,AM5_samples_split,20190624_151000.WAV,bird,18.0,3.0,60.0,0,44100
1244,AM5_samples_split,20190625_022000.WAV,bird,0.0,3.0,60.0,0,44100
1243,AM5_samples_split,20190625_022000.WAV,bird,3.0,3.0,60.0,0,44100
1239,AM5_samples_split,20190625_022000.WAV,bird,30.0,3.0,60.0,0,44100
1179,AM5_samples_split,20190625_022000.WAV,bird,33.0,3.0,60.0,0,44100
1062,AM5_samples_split,20190625_022000.WAV,bird,36.0,3.0,60.0,0,44100
1246,AM5_samples_split,20190625_022000.WAV,bird,39.0,3.0,60.0,0,44100
1053,AM5_samples_split,20190625_022000.WAV,bird,42.0,3.0,60.0,0,44100
1377,AM5_samples_split,20190625_022000.WAV,bird,45.0,3.0,60.0,0,44100
1187,AM5_samples_split,20190625_022000.WAV,bird,51.0,3.0,60.0,0,44100
983,AM5_samples_split,20190625_022000.WAV,bird,57.0,3.0,60.0,0,44100
1012,AM5_samples_split,20190625_022000.WAV,bird,6.0,3.0,60.0,0,44100
942,AM5_samples_split,20190625_022000.WAV,bird,9.0,3.0,60.0,0,44100
1370,AM5_samples_split,20190625_022000.WAV,bird,15.0,3.0,60.0,0,44100
1267,AM5_samples_split,20190625_022000.WAV,bird,18.0,3.0,60.0,0,44100
1260,AM5_samples_split,20190625_022000.WAV,bird,21.0,3.0,60.0,0,44100
1199,AM5_samples_split,20190625_022000.WAV,bird,24.0,3.0,60.0,0,44100
1023,AM5_samples_split,20190625_022000.WAV,bird,27.0,3.0,60.0,0,44100
1177,AM5_samples_split,20190627_172000.WAV,bird,42.0,3.0,60.0,0,44100
1222,AM5_samples_split,20190627_172000.WAV,bird,51.0,3.0,60.0,0,44100
1121,AM5_samples_split,20190627_172000.WAV,bird,54.0,3.0,60.0,0,44100
1262,AM5_samples_split,20190627_172000.WAV,bird,6.0,3.0,60.0,0,44100
1333,AM5_samples_split,20190627_172000.WAV,bird,12.0,3.0,60.0,0,44100
1221,AM5_samples_split,20190627_172000.WAV,bird,15.0,3.0,60.0,0,44100
1282,AM5_samples_split,20190627_172000.WAV,bird,21.0,3.0,60.0,0,44100
1079,AM5_samples_split,20190628_050000.WAV,bird,0.0,3.0,60.0,0,44100
1143,AM5_samples_split,20190629_024000.WAV,bird,0.0,3.0,60.0,0,44100
1373,AM5_samples_split,20190629_024000.WAV,bird,3.0,3.0,60.0,0,44100
1341,AM5_samples_split,20190629_024000.WAV,bird,30.0,3.0,60.0,0,44100
1129,AM5_samples_split,20190629_024000.WAV,bird,33.0,3.0,60.0,0,44100
1122,AM5_samples_split,20190629_024000.WAV,bird,36.0,3.0,60.0,0,44100
1010,AM5_samples_split,20190629_024000.WAV,bird,39.0,3.0,60.0,0,44100
1140,AM5_samples_split,20190629_024000.WAV,bird,42.0,3.0,60.0,0,44100
1249,AM5_samples_split,20190629_024000.WAV,bird,45.0,3.0,60.0,0,44100
950,AM5_samples_split,20190629_024000.WAV,bird,48.0,3.0,60.0,0,44100
1044,AM5_samples_split,20190629_024000.WAV,bird,51.0,3.0,60.0,0,44100
1312,AM5_samples_split,20190629_024000.WAV,bird,54.0,3.0,60.0,0,44100
1275,AM5_samples_split,20190629_024000.WAV,bird,57.0,3.0,60.0,0,44100
1358,AM5_samples_split,20190629_024000.WAV,bird,6.0,3.0,60.0,0,44100
1194,AM5_samples_split,20190629_024000.WAV,bird,9.0,3.0,60.0,0,44100
1054,AM5_samples_split,20190629_024000.WAV,bird,12.0,3.0,60.0,0,44100
1116,AM5_samples_split,20190629_024000.WAV,bird,18.0,3.0,60.0,0,44100
